"Response ID","Date Submitted","First Name:Principal Author","Last Name:Principal Author","Institution of Principal Author:Principal Author","White Paper Title","White Paper Description (350 character limit)","1:Upload File  "
"282","11 March 2019 1:35:38 pm","Felix","Lockman","Green Bank Observatory","High velocity Clouds: Building Blocks of the Local Group?"," High velocity clouds (HVCs) are gaseous objects with unusual velocities that lie in the halo of the Milky Way and can be used to trace  the exchange of gas between disk and halo, accretion of new gas, and tidal streams. IHVCs are key to understanding the relationship between Galactic disks and their halos.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-20a94d96cf1d87b08dd57f17c8db241d_LockmanFelixJ.pdf"
"283","11 March 2019 1:36:47 pm","Carolyn","Kierans","NASA/Goddard Space Flight Center","Positron Annihilation in the Galaxy","The 511 keV line from positron annihilation in the Galaxy was detected ~50 years ago, but the source of positrons is still unconfirmed and remains one of the enduring mysteries in gamma-ray astronomy.  We will summarize the current knowledge base of Galactic positrons, and discuss how next-generation instruments could finally provide the answers.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-13cb892b2734f61aa03431754dba0b3a_KieransCarolynA.pdf"
"284","11 March 2019 1:37:43 pm","Edmund","Hodges-Kluck","University of Maryland/NASA GSFC","Hot Drivers of Stellar Feedback from 10 to 10,000 pc","Stellar feedback begins in individual star clusters but shapes entire galaxies. It operates in large part through work done by hot gas, but observational constraints on the nature of this gas remain poor on all scales, leading to major uncertainties in galaxy evolution models. We explore how new X-ray observations can make breakthrough progress.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-6831e5c242ae69376b521a00ae8ebba8_WP2020___Mechanical_Stellar_Feedback.pdf"
"285","11 March 2019 1:41:19 pm","Marshall","Johnson","The Ohio State University","Tracing the Origins and Evolution of Small Planets using Their Orbital Obliquities","We recommend an intensive effort to survey the orbital obliquity distribution of small close-in exoplanets over the coming decade. This is a key tracer of how planets form and migrate. Over the next decade we can observe hundred of planets as small as ~2 REarth, opening a window into the orbital properties of the most common planets. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-0d6eed045d8e8c43767dc27b25cc11c3_JohnsonMarshallC.pdf"
"286","11 March 2019 1:44:10 pm","Michael","Zingale","Stony Brook University","MMA SAG: Thermonuclear Supernovae","Type Ia supernovae are important as sites of nucleosynthesis and as distance indicators.  But remarkably, we still do not have a consensus on the underlying progenitor of these events. Multimessenger observations over the next decade will bring a wealth of new information about SN Ia, allowing us to uncover the origin and mechanism of these events.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-a35b0d0c35f410e9c5ddf297725a932b_ZingaleMichaelA.pdf"
"287","11 March 2019 1:45:59 pm","Eric","Burns","NASA Goddard","Gamma Rays and Gravitational Waves","The first multimessenger detection of a neutron star merger was independently detected in gamma-rays and gravitational waves. The two messengers will jointly identify new sources in the next few years, beyond neutron star mergers. We present a summary of possible sources and discuss the capabilities needed to study them.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-ec799e43a669e97217c5591a7cb94457_BurnsEricK.pdf"
"288","11 March 2019 1:46:47 pm","Duncan","Lorimer","West Virginia University","Radio Pulsar Populations","We provide an overview of the radio pulsar population as it is currently understood, and give predictions for surveys with predominantly large single-dish radio facilities over the coming decade. Over 10,000 pulsars are expected to be found. Applications include tests of gravity and as natural laboratories for low-frequency gravitational waves.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-8dc518f730c538bbf5fb89caa5521f36_LorimerDuncanR.pdf"
"289","11 March 2019 1:47:37 pm","Raghvendra","Sahai","Jet Propulsion Laboratory, California Institute of Technology","Probing Strong Binary Interactions and Accretion in Asymptotic Giant Branch Stars","Understanding strong binary interactions is of wide astrophysical importance, and the deaths of most stars in the Universe that evolve in a Hubble time (~1-8 Msun) could be fundamentally affected by such interactions. We outline the main scientific issues and how these can be addressed with upcoming facilities in the radio, UV and X-ray domains.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-653077dfe14798fd1d1e4052fa70c31d_SahaiRaghvendra.pdf"
"290","11 March 2019 1:48:00 pm","Brian","Williams","NASA GSFC","Future X-ray Studies of Supernova Remnants","This white paper outlines the progress that can be made from the next generation of X-ray telescopes in the study of the remnants of supernovae, both galactic and extragalactic. We primarily focus on high spectral resolution instruments and the science they will enable.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-0ede6d2f0f166f757a3e6d242c14e30e_WilliamsBrianJ.pdf"
"291","11 March 2019 1:48:50 pm","Lia","Corrales","University of Michigan","Astromineralogy of interstellar dust with X-ray spectroscopy","X-ray absorption fine structure (XAFS) in the 0.2-2 keV band is a crucial component in multi-wavelength studies of dust mineralogy, size, and shape. We discuss large open questions in astromineralogy and describe how planned and potential X-ray telescopes will play a key roll in answering those questions.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-57fe430106913d27bb511e593ce825a4_CorralesLiaR.pdf"
"292","11 March 2019 1:51:26 pm","David","Williams","University of California Santa Cruz","Probing Extreme Environments with Very-High-Energy Gamma Rays","This white paper briefly summarizes what can be learned over the coming decade about extreme astrophysical environments through ground-based gamma-ray observations over the 20 GeV to 300 TeV range.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-5411b984cd41e659c7ba8b87b9fd455c_WilliamsDavidA.pdf"
"293","11 March 2019 1:51:52 pm","Casey","Papovich","Texas A&M University","UV Diagnostics of Galaxies from the Peak of Star-Formation to the Epoch of Reionization","We describe prospects facilitated by giant telescopes in the 2020s to use rest-frame UV spectroscopy to study the properties of massive stellar populations and gas (ionization, metallicity, kinematics, outflows) in and around galaxies from the peak of the cosmic star-formation density (z~3) up in to the epoch of reionization (z>6).   ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-4e3ab444bd1c3432a26eaaa95d3b27e7_PapovichCaseyJ.pdf"
"294","11 March 2019 1:51:52 pm","Jamie","Holder","University of Delaware","Understanding the Origin and Impact of Relativistic Cosmic Particles with Very-High-Energy Gamma-rays","This white paper briefly summarizes the importance of the study of relativistic cosmic rays, both as a constituent of our Universe, and through their impact on stellar and galactic evolution. The focus is on what can be learned over the coming decade through ground-based gamma-ray observations over the 20 GeV to 300 TeV range. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-a95351ea14b7196a5344346cb7b4cbf8_HolderJamie.docx"
"295","11 March 2019 1:57:41 pm","Courtney","Dressing","University of California, Berkeley","Ground-Based Radial Velocity as Critical Support for Future NASA Earth-Finding Missions","A precursor radial velocity (RV) survey would benefit direct imaging missions by (1) finding potentially habitable planets; (2) improving scheduling efficiency; (3) revealing massive planets that could be mistaken for Earth-mass planets; (4) providing the surface gravities necessary for interpreting atmospheric spectra and potential biosignatures. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-32fdbf673643ab01cbce26d30558a395_DressingCourtneyD.pdf"
"296","11 March 2019 1:58:11 pm","Timothy","Brandt","University of California, Santa Barbara","Realizing the Promise of High-Contrast Imaging: More Than 100 Gas-Giant Planets with Masses, Orbits, and Spectra Enabled by Gaia+WFIRST Astrometry","This white paper identifies absolute astrometry by Gaia and WFIRST-WFI as a powerful complement to ground-based imaging.  A shallow, full-sky WFIRST survey could calibrate Gaia's data products and discover and weigh ~160 planets that can be imaged by 30-m telescopes.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-a83abe72f65a82a567bd3c056a0eebe0_WFIRST_White_Paper.pdf"
"297","11 March 2019 1:58:48 pm","Daniel","Scolnic","Duke University","The Next Generation of Cosmological Measurements with Type Ia Supernovae","The next era promises to be extremely exciting in the number of different ways SNe Ia are used to measure various cosmological parameters.  Here we review the experiments in the 2020s that will yield orders of magnitudes more SNe Ia and we discuss five different cosmological probes with SNe Ia.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-72710d5e3fb23bf60c6096e5658b8e8c_SNIa_Decadal_%281%29.pdf"
"298","11 March 2019 1:59:05 pm","Eric","Lopez","NASA Goddard Space Flight Center","Understanding Exoplanet Atmospheres with UV Observations II: The Far UV and Atmospheric Escape","In this white paper we focus on the science case for exoplanet observations in the far-UV (FUV); an accompanying white paper led by Jessie Christiansen will focus on the science case in the NUV and blue/optical.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-812b6f9689e8806c398cc39f9d6e23f5_LopezEricD.pdf"
"299","11 March 2019 1:59:34 pm","Michael","Line","Arizona State University","The Importance of Thermal Emission Spectroscopy for Understanding Terrestrial Exoplanets","The primary objective of this white paper is to illustrate the importance of the thermal infrared in characterizing terrestrial planets leveraging our experience in characterizing extra-solar jovian worlds. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-a13f567610246ad002bc4583da56125a_LineMichaelR.pdf"
"300","11 March 2019 2:00:14 pm","J. Patrick","Harding","Los Alamos National Laboratory","Exploring Beyond-the-Standard-Model Physics with TeV Gamma-rays","We consider three well-motivated beyond-the-Standard-Model searches for which the next generation of high-energy observatories will be well-suited: dark matter in the forms of primordial black holes and axion-like particles and violations of Lorentz invariance.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-8a904d16eb5ad6c62b584a19fc570088_HardingJPatrick.pdf"
"301","11 March 2019 2:00:25 pm","Megan","Johnson","United States Naval Observatory","The Next Generation Celestial Reference Frame","Astrometry is the fundamental cornerstone for all areas of Astronomy. The IAU adopted International Celestial Reference Frame (ICRF) consists of radio positions of 4536 quasars. In order to maintain and improve the accuracy of the ICRF, we require a next generation radio telescope with long baselines and high sensitivity such as the ngVLA.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-591fd642c2afecc11f3ee446d360397a_JohnsonMeganC.pdf"
"302","11 March 2019 2:00:34 pm","Yue","Shen","University of Illinois","Mapping the Inner Structure of Quasars with Time-Domain Spectroscopy","This White Paper discusses the needs to understand the accretion processes of quasars and to measure their fundamental physical properties using time-domain spectroscopy, and opportunities from future surveys and facilities in the upcoming landscape of time-domain astrophysics. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/37-a8af14438035939851fce91cbf10d936_ShenYue.pdf"
"304","11 March 2019 2:03:17 pm","David","Kieda","University of Utah","Science opportunities enabled by the era of Visible Band Stellar Imaging with sub-100 μarc-sec angular resolution.","This white paper briefly summarizes stellar science opportunities enabled by ultra-high resolution (sub-100 μ arc-sec) astronomical imaging in the visible (U/V) wavebands.  We describe the science impact of imaging of several thousand bright (m< 6), hot (O/B/A) stars using a modern implementation of Stellar Intensity Interferometry (SII). ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-9ead537c1e8aadd33ea94f3ce87dcd15_KiedaDavidB.pdf"
"305","11 March 2019 2:03:26 pm","Bangalore","Sathyaprakash","The Pennsylvania State University","MULTIMESSENGER UNIVERSE with GRAVITATIONAL WAVES from BINARY SYSTEMS","Future GW detector networks and EM observatories will provide a unique opportunity to observe the most luminous events in the Universe involving matter in extreme environs. They will address some of the key questions in physics and astronomy: formation and evolution of compact binaries, sites of formation of heavy elements and the physics of jets.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-27f71c00b8b2e041a686ea47407768c5_SathyaprakashBS.pdf"
"306","11 March 2019 2:03:42 pm","Neven","Vulic","NASA Goddard Space Flight Center","Time Domain Studies of Neutron Star and Black Hole Populations: X-ray Identification of Compact Object Types","We present requirements for next generation X-ray telescopes that will enable measurements of time domain properties of X-ray binaries to identify black holes and neutron stars. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-d35c47eb59b7404fae815cd6791576ae_Vulic_Time_Domain_Binaries_Decadal_White_Paper.pdf"
"307","11 March 2019 2:06:12 pm","Petros","Tzeferacos","University of Chicago","Astrophysical magnetized turbulence and turbulent dynamo  in laser-driven plasma experiments","This white paper describes recent experimental breakthroughs and research opportunities in laboratory astrophysics on the topics of magnetized turbulence and turbulent dynamo. These fundamental processes are relevant to the evolution and dynamics of the interstellar and intergalactic mediums.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-4ffbdcf4dc5dc3f0830970935daef6da_Tzeferacos_Astro2020.pdf"
"308","11 March 2019 2:06:27 pm","Adam","Mantz","KIPAC, Stanford University","The Future Landscape of High-Redshift Galaxy Cluster Science","We describe the opportunities for galaxy cluster science in the high-redshift regime where massive, virialized halos first formed and where star formation and AGN activity peaked. New observing facilities from radio to X-ray wavelengths, combining high spatial/spectral resolution with large collecting areas, are poised to uncover this population.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-5538919d2950af56dc492ad3448e2fab_MantzAdamB.pdf"
"309","11 March 2019 2:06:48 pm","Benjamin","Oppenheimer","University of Colorado, Boulder","Imprint of Drivers of Galaxy Formation in the Circumgalactic Medium","A sensitive X-ray telescope can bring about a revolution in observations of the CGM. Its hot component, now mostly undetected, will be richly mapped around normal galaxies. These observations, augmented by advances in the radio and a continued progress in the UV and mm-waves, will expose the missing pieces of our understanding of galaxy formation. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-2b19fca01339fd89f7d47df290e05582_OppenheimerBenjaminD_%281%29.pdf"
"313","11 March 2019 2:53:01 pm","Bryan","Butler","National Radio Astronomy Observatory","Indirect Detection of Extrasolar Planets via  Radio Wavelength Astrometry","Extrasolar giant planets  in nearly face-on orbits are difficult to detect with transit or radial velocity techniques.  They could be detected with a radio interferometer with sufficient resolution and sensitivity, via the wobble of the central star due to the orbiting planet.  The next generation Very Large Array (ngVLA) is such an instrument.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-0080e57db95375519389c1c41c45471d_ButlerBryanJ_2.pdf"
"314","11 March 2019 2:25:16 pm","Tzu-Ching","Chang","Jet Propulsion Laboratory, California Institute of Technology","Tomography of the Cosmic Dawn and Reionization Eras with Multiple Tracers","We advocate a multi-tracer, large-scale approach to study the reionization and cosmic dawn eras. We highlight the line intensity mapping technique to trace the multi-phase reionization topology on large scales and reionization history in detail. We also advocate for Lya tomography mapping  as an additional probe besides 21cm of the cosmic dawn era.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/250-67b1ab399470a3e8747e6adbe92aa0ab_ChangTzuching.pdf"
"315","11 March 2019 2:25:18 pm","Stephen","Eikenberry","University of Florida","A Direct Measure of Cosmic Acceleration","Two decades after the discovery of accelerating cosmic expansion, there remains no direct detection of a change in the expansion velocity versus time. Redshift drift directly determines H(z), thus it is arguably the cleanest measurement of expansion history. Dedicated experiments can detect redshift drift with a five-year observational baseline. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-beaf0270399d045e4de662eb34f8ea3d_EikenberryStephenS.pdf"
"316","11 March 2019 2:27:12 pm","Walter","Binns","Washington University in St. Louis","Ultra-heavy cosmic-ray science: Are r-process nuclei in the cosmic rays produced in supernovae or binary neutron star mergers?","Galactic cosmic rays play an important role in the dynamics of matter and magnetic fields in the interstellar medium, and probably also in star formation.  There is an opportunity during the coming decade to answer these questions by measuring the relative abundances of every individual element heavier than iron, including the actinides.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-24fcf4c3f8afdf4c2cfd987260c05762_BinnsWalterR.pdf"
"317","11 March 2019 2:27:15 pm","Javier","Garcia","California Institute of Technology","Probing the Black Hole Engine with Measurements of the Relativistic X-ray Reflection Component","We discuss the observational and theoretical challenges expected in the exploration, discovery, and study of astrophysical black holes in the next decade. We focus on the case of accreting black holes and their electromagnetic signatures, with particular emphasis on the measurement of the relativistic reflection component in their X-ray spectra.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-1972b714269b4d6a2352ea1f9154277d_GarciaJavierA.pdf"
"318","11 March 2019 2:29:14 pm","Daniella","Bardalez Gagliuffi","American Museum of Natural History","Substellar Multiplicity Throughout the Ages","In this white paper, we advocate for a comprehensive characterization of the multiplicity properties of the substellar population as a function of age to constrain their formation and evolution, particularly across the deuterium burning boundary.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/137-0fad781f3eba28ac909c39ebf6d7ade9_BardalezgagliuffiDaniellaC.pdf"
"319","11 March 2019 2:29:58 pm","Jacqueline","Faherty","American Museum of Natural History","Brown Dwarfs and Directly Imaged Exoplanets in Young Associations","In this white paper we summarize the opportunity for discovery space in the coming decade of isolated brown dwarfs with planetary masses in young stellar associations within 150 pc.   We suggest that next generation telescopes need to invest in characterizing young brown dwarfs in order to fully understand the atmospheres of sibling exoplanets.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-7940f6190ec8358f7cb3a281e5b5b2e7_FahertyJacquelineK.pdf"
"320","11 March 2019 2:30:12 pm","Kayhan","Gultekin","University of Michigan","Black Holes Across Cosmic Time","In the coming decade, 30-m class telescopes will allow us to make dynamical mass measurements of the largest black holes (1) in the local universe, which is critical for understanding the black hole mass function, and (2) out to z~1.5, which is critical for black hole growth and charting the coevolution (or not) of black holes and galaxies.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-2a5484973b562d2284c27bbb29701ecd_GultekinKayhan.pdf"
"321","11 March 2019 2:30:17 pm","Letizia","Stanghellini","National Optical Astronomy Observatory","Radial Metallicity Gradients in Star-Forming Galaxies","Radial metallicity gradients of star-forming galaxies have been successfully used to set important constraints on galaxy formation and chemical evolution. This paper focuses on the implications of radial metallicity gradients measured with different probes for a variety of galaxies, and on the foreseen advances in this field in the 2020s.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-cc71f9b5d91f3e857eca914390c3f862_StanghelliniLetizia.pdf"
"322","11 March 2019 2:30:47 pm","Marco","Ajello","Clemson University","Supermassive black holes at high redshifts","MeV blazars are the most luminous sources in the Universe and host supermassive black holes. An MeV survey will detect >1000 of them up to z > 5. This would allow us: to probe the formation and growth of massive black holes at high z; to pinpoint the emission region location in blazars; to determine the interplay of accretion and black hole spin.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-d6c81d3db23a81e4193ca1637eeb5f9c_mev_blazar.pdf"
"323","11 March 2019 2:30:51 pm","Marco","Ajello","Clemson University, USA","The MeV Background","The emission of our Universe at MeV energies is unknown.  New measurements of  the intensity and the angular fluctuations of the MeV background will allow us to constrain models of SNIa formation, the evolution of radio-loud and radio-quietAGN, the growth of the most massive black holes and to constrain the cross-section for dark matter interaction","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-95689d73d82fd32888b87c92fd909b87_Astro2020__MeV_Background-3.pdf"
"324","11 March 2019 2:31:01 pm","Eileen","Meyer","University of Maryland Baltimore County (UMBC)","Prospects for AGN Studies at Hard X-ray through MeV Energies","This White Paper explores advances in the study of Active Galaxies (AGN) which will be enabled by new observing capabilities at MeV energies (hard X-rays to gamma-rays; 0.1−1000 MeV), with a focus on multi-wavelength synergies.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/37-a3ea7f3d8176df71be0f19df3b0ae55a_MeyerEileenT.pdf"
"325","11 March 2019 2:31:44 pm","Zorawar","Wadiasingh","NASA Goddard Space Flight Center","Magnetars as Astrophysical Laboratories of Extreme Quantum Electrodynamics: The Case for a Compton Telescope","Magnetars, the most highly magnetic of the neutron star zoo, will serve as a prime science target for new missions surveying the MeV window.  This paper outlines the core questions pertaining to magnetars and quantumelectrodynamic physics that can be addressed by new technologies with spectropolarimetric capability in the 0.1-100 MeV energy range. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-c3e126813889abef2b779e9ff24c7d44_WadiasinghZorawar.pdf"
"326","11 March 2019 2:32:02 pm","Helmut","Dannerbauer","Instituto de Astrofísica de Canarias, Universidad de La Laguna","Mapping Galaxy Clusters in the Distant Universe","We present the science case for mapping several thousand galaxy (proto)clusters at z=1-10 with a large aperture single dish sub-mm facility, producing a high-redshift counterpart to local large surveys of rich clusters like the well-studied Abell catalogue.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-9eb40ec6bcc8d224045a85eafcf9ee15_DannerbauerHelmut.pdf"
"328","11 March 2019 2:34:35 pm","Joel","Kastner","Rochester Institute of Technology","The Early Evolution of Stars and Exoplanet Systems: Exploring and Exploiting Nearby, Young Stars","We describe how our understanding of a wide range of aspects of the astrophysics of young stars and planetary systems is ripe for progress over the next decade via the identification and study of nearby (D <= 120 pc), young (age < 750 Myr) stars with present and next-generation facilities and instruments.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-9e85837dc24da47f3e7d9b53c4734218_KastnerJoelH.pdf"
"329","11 March 2019 2:35:15 pm","Ryan","Foley","UC Santa Cruz","Gravity and Light: Combining Gravitational Wave and Electromagnetic Observations in the 2020s","Within ten years, we will detect hundreds of GW events. We will explore exotic astrophysical topics ranging from nucleosynthesis, stellar evolution, general relativity, high-energy astrophysics, nuclear matter, to cosmology. We outline some of the most exciting scientific questions that can be answered by combining GW and EM observations.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-36b9c7fa5db1a544c68df20c854666d0_FoleyRyanJ.pdf"
"331","11 March 2019 2:35:14 pm","Mansi","Kasliwal","California Institute of Technology","The Dynamic Infrared Sky","Opening up the dynamic infrared sky for systematic time-domain exploration would yield many scientific advances in multi-messenger astrophysics, stellar evolution and high energy physics. We discuss challenges and pathfinders to overcome them. We conclude with recommendations on both infrared discovery and follow-up to flourish in the next decade.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-cfe2044248ae01c88386208ed3b83f6b_wp_irsky.pdf"
"332","11 March 2019 2:35:30 pm","Nicholas","Battaglia","Cornell University","Probing Feedback in Galaxy Formation with Millimeter-wave Observations","The next decade of mm-wave observations will transform our understanding of galaxy formation, driven by precisely measuring the thermodynamic properties of ionized gas, using the cosmic microwave background as a ``backlight''.  These observations will probe gas well into the outskirts of hitherto-unexplored high-redshift, low-mass systems.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-037e98b667f72516db4f33d1ffde4312_BattagliaNicholasA.pdf"
"333","11 March 2019 2:36:09 pm","Jean-Luc","Margot","University of California, Los Angeles","The radio search for technosignatures in the decade 2020–2030","Advancing the scientific frontier in the search for life in the universe requires support of searches for both biosignatures and technosignatures.  A modest budgetary increment can expand the search for life in the universe from primitive to complex life and from the solar neighborhood to the entire Galaxy.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-ce507e41822d4448fdff59ad6f6aeaba_MargotJeanLuc.pdf"
"334","11 March 2019 2:36:51 pm","Daniel","Boice","Scientific Studies and Consulting","Understanding Activity in Small Solar System Bodies","Gas and dust activity in small Solar System bodies is essential to understanding the clues that these objects hold concerning the conditions of the early Solar System.  However, many important questions remain about the mechanisms of activity, including outbursts.  We propose several research pathways to address this lack of knowledge.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-14fa3ed5641fa619f4054e7518874d5d_BoiceDanielC.pdf"
"336","11 March 2019 2:38:55 pm","Allison","Youngblood","NASA Goddard Space Flight Center","EUV observations of cool dwarf stars","The EUV (100-912 Å) probes regions of the stellar atmosphere that are inaccessible from other spectral regions, including cool coronal emission lines that offer the clearest path toward detecting coronal mass ejections on stars other than the Sun. New EUV observations would require a dedicated grazing-incidence observatory.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/37-acd420948e59bd40e8f1fcde1928db41_YoungbloodAllison.pdf"
"337","11 March 2019 2:39:08 pm","Benjamin","Williams","University of Washington","Far Reaching Science with Resolved Stellar Populations in the 2020s","We describe the many fields in astronomy that will benefit from resolved stellar population studies in the 2020s.  We focus on the significant progress that we expect from projects currently under construction, and in this context, what will be the most impactful capabilities for which to strive in the longer term. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-b4342a65ca14f799efab30d5b7530bca_WilliamsBenjaminF.pdf"
"338","11 March 2019 2:39:31 pm","Kaustuv","Basu","University of Bonn","""SZ spectroscopy"" in the coming decade: Galaxy cluster cosmology and astrophysics in the submillimeter","A white paper to describe the importance of submillimeter observations for accurate spectral modeling of the SZ effect and how this can transform astronomical research within the coming decade. We highlight some of the main science areas to be impacted by SZ spectral studies and outline the instrumental requirements. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-c5266fc05d72b928fe0ceff6ecb6dccf_BasuKaustuv.pdf"
"339","11 March 2019 2:42:09 pm","Peter","Yoachim","Univeristy of Washington","LSST Narrowband Filters","We discuss the technical considerations of using narrowband filters with the LSST and lay out the scientific impact that would result on the study of AGB stars, emission line nebula (e.g., supernova remnants and planetary nebulae), photometric redshifts of galaxies, and the determination of stellar parameters.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-74348252d9c561c80c9c4823d28ba51e_YoachimPeter.pdf"
"340","11 March 2019 2:42:21 pm","Andreas","Zezas","Center for Astrophysics | Harvard & Smithsonian","X-ray binaries: laboratories for understanding the evolution of compact objects from their birth to their mergers","This white paper describes the need for a high collecting area, high resolution X-ray observatory, in order to make the next major advances in our understanding of the formation and evolution of accreting binaries and compact object populations, in synergy with  detections of gravitational wave sources and short-gamma ray bursts.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-74ef76fd0d789d9e070960437956103e_Xray_Binaries_white_paper_v5.pdf"
"341","11 March 2019 2:43:21 pm","Ryan","Foley","UC Santa Cruz","WFIRST: Enhancing Transient Science and Multi-Messenger Astronomy","Ground-based observatories will discover thousands of transients in the optical, but will not provide the NIR photometry and high-resolution imaging of a space-based observatory. WFIRST can fill this gap. With its SN Ia survey, WFIRST will also discover thousands of other transients in the NIR, revealing the physics for these high-energy events.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-926a40909fac21d6e9e3e42be9f1f7d7_FoleyRyanJ.pdf"
"342","11 March 2019 2:43:42 pm","Brian","Metzger","Columbia University","Kilonovae: nUV/Optical/IR Counterparts of Neutron Star Binary Mergers with TSO","UVOIR emission from binary NS mergers informs their nucleosynthesis and the properties of NSs.  TSO  is a Probe-class 1.3m telescope, with imaging/spectroscopy (R = 200, 1800) in 4 bands (0.3 - 5μm) and rapid slew capability to 90% of sky.  TSO nUV-mid-IR spectra of LIGO-detected mergers will provide new constraints on NS structure/nucleosynthesis.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-910b0a55faa301ab34864fa1979b9097_metzgerbriand.pdf"
"343","11 March 2019 2:43:48 pm","Tim","Bastian","National Radio Astronomy Observatory","Radio Observational Constraints on Turbulent Astrophysical Plasmas","Using radio observations of background sources, scattering phenomena may be used to characterize the properties of foreground turbulent plasma. We discuss the potential of such techniques to explore turbulence in the solar wind and interstellar medium. The Next Generation VLA will be an ideal instrument to exploit these techniques. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-133821117e72a67e1232ce7066c37d48_AA_Turbulence_White_Paper.pdf"
